,,,,,,,,,,,,,,,,,,,
1,Unit Listing,,,,,,,,Specifications,,,,,,,,Manufacturer,,Notes
2,Brand,Series,,,Wattages + Links,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
878,,,Platinum,HA-PT,2050W,A,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Only 1650W under 120VAC
879,,Nightjar,,SFX-L Platinum,450W,A+,2018,,SFX-L,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Fanless
880,,,,ATX Platinum,520W,A,2014,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Platinum Fanless,
881,,,,ATX Titanium,600/700W,A-,2021,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium Fanless,
882,,SFX-L,,SX-LTI,800W,B,2018,,SFX-L,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,
883,,,,SX-LPT,700W,F,2016,,SFX-L,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-786,"Numerous issues capped off by malfunctioning OPP that either doesn't exist or is set way too high, which caused the unit to explode."
884,,,,SX Platinum,1000W,C+,2021,,SFX-L,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,OTP either set over 200C or not present.
885,,SFX,SX,,550W,C+,2015,,SFX,ATX 2.x,Full,No,G,ACRF,SR,DC-DC,FSP,FSP-50SGGBA,Protechnic Electric sleeve bearing fan.
886,,,SX-B,,300/450W,C,2019,,SFX,ATX 2.x,Full,No,B,DF,SR,DC-DC,FSP,FSP-50SAC,
887,,,SX-G,,500/650/700W,B,2017,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-797,
888,,,,,600W,C-,2015,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,,"Not suitable for use with high ambient temperatures over 40C/~100F, as the fan cannot keep up with the cooling demand."
889,,,SX Gold (SX-G New),,750W,B-,2022,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSI,"Two samples (same platform) no longer operated after protections testing per LTT Labs, which is not ideal, but all protections did function."
890,,,SX-PT,,700W,B,2019,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-797,SX-G upgraded to Platinum efficiency.
891,,,SX Platinum (SX-PT New),,750W,C+,2021,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,"OTP either set over 200C or not present; extremely loud (over 42dbA) under full load, and mediocre performance all around."
892,,,SX-LG,,500W,B,2015,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-770,
893,,,ST-SF-G,,450W,C,2012,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,,
894,,,ST-SF V3,,300/450W,C,2017,,SFX,ATX 2.x,Full,No,B,DF,PR,DC-DC,High Power,NO-792,
895,,Strider,ST-ES,,400-700W,E,2013,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,CWT,GPM,
896,,,,,,E,2013,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,High Power,NO-703,
897,,,ST-ES 230V,,400-700W,E,2013,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,CWT,GPM,
898,,,,,,E,2013,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,NO-703,
899,,,ST-EF,,550/650/750W,E,2023,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,CWT,GPM,
900,,,ST-EFA,,650W,E,2024,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,CWT,GPM,
901,,,ST-P,,500/600/700W,E,2022,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,CWT,GPM,Rebrand of the ST-ES 230V
902,,,ST-PB,,550/650/750W,E,2019,,ATX,ATX 2.x,Full,Full,B,DF,PR,GR,Enhance,,
903,,,ST-PT,,550-850W,B+,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,Astro Lite HPM,Good electrical performance let down by no inrush protection; bad power good signal.
904,,,,,1000/1200W,B-,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Very poor transient response and ripple on 3.3V.
905,,,ST-PTS,,1000W,F,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Malfunctioning OCP and OPP that fails to kick in before the unit's line voltages drop out of spec.
906,,,,,1200W,B-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Bad power good signal.
907,,,ST F-TI,,600/700/800W,B,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,
908,,,ST-TI,,1100-1500W,E,2017,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,"Several issues including very poor ripple suppression at seemingly random intervals, OCP is set way too high on all rails, bad power good signal."
909,,Triton,,Rx Gold,650W,B-,2025,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,Andyson,P59,"Claims an ICB fan, actually uses an LLS (rifle) bearing. Extremely loud, in excess of 45dBA under full load."
910,,,,,750/850W,B-,2025,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,Andyson,P59,"Claims an ICB fan, Aris showed a rifle bearing. OPP set high (~150%,) OOS 3.3V transients. Noisy (>50dBA@750W load). Dual EPS on 18AWG cable."
911,,,,Rz Gold,650W,B-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P59,"Claims an ICB fan, actually uses an LLS (rifle) bearing. Extremely loud (~40dBA); OPP is set way higher than necessary, as is OCP on 12V, 3.3V, 5VSB."
912,,,,,750/850W,B-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P59,"Claims an ICB fan, actually uses an LLS (rifle) bearing. Extremely loud at ~40dBA for 750W and in excess of 48dBA for the 850W under full load."
913,,,,,1000W,B+,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0 high-wattage,"3-year warranty, has A- performance from a multitude of minor issues."
914,,VIVA,Gold,,650/750W,B+,2021,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817,
915,,,Bronze,,550/650/750W,C,2021,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,SANR,S-D,Subpar hold-up time.
916,,,,,,,,,,,,,,,,,,,
917,Super Flower,Combat,FG,,650/750/850W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,Upgraded GPX ATX 3.0,"Cybenetics report says 650W and 850W units died in -12V SCP testing, which is no longer used in modern systems. 750W unsubmitted."
918,,,SG,,650/750/850W,B,2024,,ATX,ATX 3.x,Full,Semi,G,LLC,SR,DC-DC,CWT,Upgraded GPX ATX 3.0,Semi-modular/costdown Combat FG. Does not seemingly suffer the same SCP issue with the FG.
919,,Legion,GX Pro,,550-850W,B,2021,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Super Flower,Updated Golden Green,No transient response testing found.
920,,Leadex,Silver,,550/650W,C,2017,,ATX,ATX 2.x,230V,Full,S,LLC,SR,DC-DC,Super Flower,Costdown Leadex II,"Leadex II costdown, single-layer PCB. Sleeve bearing fan. Capacitors aren't of the highest quality."
921,,,Gold,,550/650/750W,A-,2013,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex Gold,"Chinese caps, 20AWG gauges on the EPS/PCIe cables; 5VSB regulation doesn't quite hit A tier specifications."
922,,,,,1000/1300W,A-,2013,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex GT,1300W 5VSB voltage regulation doesn't quite hit A tier performance.
923,,,Gold SE,,1000/1300W,A,2013,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Updated Leadex GT,
924,,,Platinum,,550-850W,A,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex Gold,Hold-up time fails to meet the ATX minimum specification.
925,,,,,1000/1200W,A,2013,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex GT,1200W hold-up time fails to meet the ATX minimum specification.
926,,,,,1600W,A,2015,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex GTX,
927,,,,,2000W,A,2015,,ATX,ATX 2.x,230V,Full,P,LLC,SR,DC-DC,Super Flower,Leadex GTX,230V only since 115VAC sockets cannot supply 2kW of power.
928,,,Platinum (ATX 3.1),,2800W,A+,2025,,ATX,ATX 3.x,230V,Full,P,LLC,SR,DC-DC,Super Flower,Leadex GTX heavily mod.,"Bridgeless PFC, exceptional electrical performance per Cybenetics' entry & confirmed internal shots per Quasar Zone and Aris."
929,,,Platinum SE,,850W,A,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex Platinum,
930,,,,,1000/1200W,A,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Updated Leadex GT,
931,,,Titanium,,750-1000W,A+,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Super Flower,Leadex GT,
932,,,,,1600W,A+,2023,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,Super Flower,Leadex GTX,
933,,Leadex II,,,750/850/1000W,A,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex II,
934,,Leadex III,ARGB,,550-850W,A-,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III,Pro version - black casing instead of white. Pigtail PCIe cables for the 650W. Cost down version of the Pro ARGB.
935,,,Gold Up ATX 3.1 (GE),,650-1000W,A,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III upd. to ATX 3.1,"850W has weak 3.3V transient response, but otherwise works well. 1000W seems to lack proper efficiency certifications, but meets gold criteria."
936,,,,,1300W,A,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex VII XG heavily mod.,Initial testing from 2024 showed 5VSB OCP was set too high leading to failure of the unit. The unit was retested in June 2025 and passed.
937,,,HG,,550-850W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III,"Poorly tuned OCP & OPP, 20AWG pigtails on PCIe connectors. 750/850w has a dual 8 pin to 600W 12VHPWR cable available for purchase."
938,,,Pro ARGB,,650/750/850W,A-,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III,
939,,,Super Bronze Pro,,550-850W,B,2021,,ATX,ATX 2.x,Full,Full,B,LLC,SR,DC-DC,Super Flower,Leadex III Bronze (EVGA B3),Limited information.
940,,Leadex V,Gold Pro,,750/850/1000W,A-,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex V,Poorly tuned OCP triggering points and 20 gauge wire for the far-end PCIe connectors. Treat capacity as ~100W lower than advertised.
941,,,Platinum Pro,,850/1000W,A-,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex V,Unusually tight OCP triggering points and 20 gauge wire for the far-end PCIe connectors. Treat capacity as ~100W lower than advertised.
942,,Leadex VI,Platinum Pro,,850/1000W,A-,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex VI Platinum,OCP on 3.3V rail is not properly implemented.
943,,Leadex VII,Gold (XG),,750-1300W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex VII Gold (XG),White variant available at 1kW.
944,,,Platinum Pro (XP),,850/1000/1200W,A+,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex VII Platinum (XP),
945,,Platinum King,,,450/550/650W,C+,2017,,ATX,ATX 2.x,Full,No,P,LLC,SR,DC-DC,Super Flower,Platinum King,No OTP and OCP (12V) present; low hold-up time (out of spec); poor soldering quality.
946,,Zillion,DB Bronze,,550W,E,2024,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,Zhong Yuan,,Sleeve-bearing fan. OCP untested.
947,,,,,650W,F,2024,,ATX,ATX 2.x,230V,No,B,DF,SR,DC-DC,Zhong Yuan,,"OCP doesn't work properly on +12V, unit experiences a huge voltage drop to 10.92V on +12V. Avoid until further testing."
948,,,DW White,,550/650W,E,2024,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Zhong Yuan,,Group regulated.
949,,,,,,,,,,,,,,,,,,,
950,Thermaltake,Litepower,New (2016+),,350-650W,F,2016,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,Multiple,Unknown,"Unknown number of suppliers. Missing crucial safety protections, very old platforms and very poor build quality."
951,,,RGB,,450/550/650W,F,2019,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,HKC,ATX-13,"Missing crucial safety protections, very old platform and very poor build quality."
952,,SMART,BX1,Standard,450-750W,E,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Multiple,"HKC, CWT, CE Link?","3 separate versions dependent upon region, all groupreg. Also a 230V only version. Unrecommendable."
953,,,,RGB,550/650W,E,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,HKC,ATX-13,
954,,,,,750W,C,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,DC-DC,HKC,ATX-15A,"DC-DC, but 12V capacity is rated awfully low, at what a GR would typically be (672W or 56A)."
955,,,BM1,,500/600/700W,E,2018,,ATX,ATX 2.x,230V,Semi,B,DF,PR,GR,"CWT, Andyson",GPM (CWT),
956,,,BM2,Ver. A (2019),450-750W,C+,2019,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,CWT,CSB-A,
957,,,BM3,,650/750/850W,C,2023,,ATX,ATX 3.x,Full,Semi,B,DF,SR,DC-DC,CE Link,PCFB-A-AT3,"Transient response was tested but values were left out. OPP is set very high, but the PSU handled it and shut down safely and properly."
958,,,RGB,,500/600/700W,D,2020,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,HKC,,
959,,,Pro RGB,,850W,C,2017,,ATX,ATX 2.x,Full,Full,B,DF,SR,DC-DC,High Power,Direct12II Bronze (NO-790),
960,,,DPS G,Bronze,500/600/700W,D,2016,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,CWT,GPK,
961,,,,Gold,650/750W,C+,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPS,
962,,,Gold (OEM/SI),,600W,C,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,Costdown GX1 with 85C Chinese caps and a sleeve bearing Yate Loon fan; intended for OEM/SI market.
963,,,White Label,,430-700W,F,2018,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,Multiple,Unknown,"Black casing, white sticker. Unknown number of suppliers for this unit. Versions that have been tested have malfunctioning OCP, OPP, and SCP."
964,,TR2,S,,350-700W,F,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Multiple,Unknown,"Very poor build quality and unknown number of suppliers, crucial protections not claimed."
965,,,Gold,,450-700W,C+,2015,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,Astro Lite HPM,
966,,Toughpower,Gold,,650/750W,B-,2014,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,Modified GPS,
967,,,"DPS G
RGB",Gold,650/750W,C+,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSC,
968,,,,,850W,C+,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSH,
969,,,,Titanium,850/1000W,A,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,
970,,,,,1250W,A-,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,CWT,CST,"5VSB OCP needs tuning (59mV ripple); An EPS cable can fit into a PCIe socket and vice versa, but they're not electrically compatible."
971,,,,,1500W,F,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,Malfunctioning safety protections
972,,,Grand Platinum,,700W,C+,2013,,ATX,ATX 2.x,Full,Semi,P,LLC,SR,DC-DC,High Power,Astro Gold HPA,"No proper transient testing, too old."
973,,,,,850-1200W,C+,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,1300GT Plat,
974,,,"Grand
RGB",Gold,650/750/850W,B+,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-781,
975,,,,Gold Sync Ed.,650/750W,B+,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810,
976,,,,,850W,B-,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810,OTP is set over 200C or doesn't work.
977,,,,Platinum,850/1050W,B-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,OTP doesn't work
978,,,,,1200W,C+,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,"OTP works on the 1200W model, however the 5VSB OCP is so out of tune, ripple suppression exceeds 100mV."
979,,,"iRGB
Plus",Gold,1000W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,"OPP works, OTP claimed; tested working in other GPR-based units in similar configurations."
980,,,,,750/850W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,OTP claimed; tested working in other GPR-based units in similar configurations.
981,,,,Platinum,850-1250W,A+,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,
982,,,,Titanium,1250W,A,2017,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,CWT,CST,
983,,,,,1650W,A,2023,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,CWT,CTT,
984,,,GF,Plus,750/850W,A,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPU,Regional dependent.
985,,,GF1,ARGB,650/750/850W,A+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,
986,,,,Premium (2021),650/750/850W,A+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,"Be wary of ""2024 Version"" 750/850W! Original is 160mm long, ""2024"" variant is 140mm long"
987,,,,,1000W,A+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,
988,,,,,1200W,A,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CST,
989,,,,Snow,650/750/850W,A+,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,
990,,,GF2 ARGB,,650/750/850W,A-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-830,
991,,,GF3,ARGB,750/850W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-832F,
992,,,,"Premium, Original
(TPD-FCG)",750-1000W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
993,,,,,1200W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
994,,,,"Premium, Original
(TPD-FSG)",1350W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826,
995,,,,,1650W,B-,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-819C,"Very beefy platform, however OTP doesn't work; very loud. Would be tier A- if not for OTP not working."
996,,,GF A3,Global,650/750/850W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,ATX-23B,
997,,,,,1050/1200W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,ATX-33,
998,,,,N. Amer.,650-1200W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,,"Unnanounced OEM swap for North American market. Technically invalid 80 Plus certification, but did qualify for Gold in testing, as advertised."
999,,,,Snow,850/1050W,B-,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,,Presumed to be the same design as N. American GF A3.
1000,,,,Hydrangea Blue,1050W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,,"Limited special edition model for 25th anniversary, no indication of any internal changes"
1001,,,GX1,Non-RGB,500/600/700W,C+,2018,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,
1002,,,,RGB,500/600/700W,C,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,HKC,ATX-06,
1003,,,GX2,Original (2020),500/600/700W,C+,2020,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,"Be wary of new 2024 CE-Link variant! GX1 costdown. If CWT based, 588W on 12V output for 600W."
1004,,,PF3,,750-1200W,A-,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,HKC,ATX-40,"Questionable fan quality, two EPS connectors on the same cable. Otherwise qualifies for A tier based on performance."
1005,,,PF1,Premium,650/750/850W,B+,2020,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,HKC,ATX-23,No MOV
1006,,,,,1050/1200W,A-,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CE Link,PCFG-A-FAD-A,"Quite loud under full load, ~39dbA"
1007,,,,ARGB,850-1200W,A-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,"Aggressive fan profile, ~40+ dbA output."
1008,,,TF1,,1550W,A+,2021,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,CWT,CTT,Semi-digital
1009,,,SFX,Old,450/600W,F,2016,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,,Over 500mV of ripple at 110% load on the +12V line is inexcusable (over 4x the ATX specification limit). Clearly a major design flaw.
1010,,,,Gold ATX 3.0,450-850W,F,2020,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,SFX-03,Multiple inexcusable protections malfunctions despite good electrical performance.
1011,,,,,1000W,A-,2022,,SFX-L,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,SFXL-05,OCP is set much higher than necessary on all rails.
1012,,,,Platinum ATX 3.1,750/850W,B-,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CE Link,,"Single-sided PCB, voltage drops right before protection trip points on the minor rails; however, the protections did engage in time."
1013,,,,,1000W,F,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CE Link,,Malfunctioning protections that don't engage in time before the minor rails experience a huge voltage drop out of spec.
1014,,,,,,,,,,,,,,,,,,,
1015,Thermalright,TR-ABFX,,,500W,C-,2021,,SFX,ATX 2.x,Full,No,B,DF,PR,DC-DC,CWT,GPH,
1016,,TR-TG,,-,1200W,E,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850MZ A-J,"Failed ATX 3.0 12V power excursion testing, malfunctioning OCP on 3.3V"
1017,,,,FX,550/650W,B,2024,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850F A-J,"550W tested, 550/650W TGFX lack 12VHPWR connector. Mediocre ripple & high inrush current."
1018,,,,,,,,,,,,,,,,,,,
1019,Vetroo,GV/G5,,2023 (Original),850/1000W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32B (modified P32),BE WARY OF ATX 3.1 2024 VARIANT! Poor transient response on 3.3V and load regulation on 5VSB. Very good electrical performance otherwise.
1020,,,,2024 (Swap),850/1000W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Jiumeng,JM-880-QT,"Advertised as ATX 3.1. Platform has poor transient response in 200% ATX 3.1 test, weak 3.3V load regulation, and high-set OCP on the minor rails."
1021,,,,,,,,,,,,,,,,,,,
1022,Vida,Lite,,,500/600/750W,F,2024,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,,PPFC
1023,,,,,,,,,,,,,,,,,,,
1024,Xigmatek,Fury GD,,,1100W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,
1025,,,,,850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD35,Overall really good electrical performance with only the 3.3V rail trailing behind in transients and failing testing. OTP isn't tested.
1026,,Harrier,,,550/650W,B-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD07,
1027,,Hera Gold,,,650/750/850W,E,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD03,"Both the 12V and 3.3V rail fail in ripple measurements, exceeding the ATX specification. No transient response testing."
1028,,Hydra M,,,550/650/750W,C,2020,,ATX,ATX 2.x,230V,Full,B,DF,PR,DC-DC,Guang Hai,GH356,
1029,,LOKI,,,750/850W,F,2024,,ATX,ATX 3.x,Full,No,B,DF,SR,DC-DC,Guang Hai,GH359,"Failed ATX 3.0 power excursion, protections, and 12V transient response. Low-quality components."
1030,,Maverick S,,,400/500/600W,F,2015,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,Andyson,Z8,"2 year warranty, sleeve bearing fan. Miserable electrical performance."
1031,,THOR,V1,,450/550W,E,2022,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,ABLE,,Poor electrical performance from an unknown OEM; fails all 12V transient response testing per F14 Lab's testing.
1032,,,,,650/750W,E,2022,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,ABLE,,Poor electrical performance from an unknown OEM; fails all 12V transient response testing per F14 Lab's testing.
1033,,,V2,T,750W,F,2023,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,Andyson,M5+,No MOV. OCP on the 3.3V rail failed (via rails falling out of ATX specification)
1034,,,,T-M (Modular),750/850W,C,2023,,ATX,ATX 2.x,Full,Full,B,DF,SSR,DC-DC,Andyson,M5+,Essentially a Thor V2 made for full-modularity; no MOV.
1035,,,V3 (ATX 3.1),T,750/850W,C-,2024,,ATX,ATX 3.x,Full,No,B,DF,SSR,DC-DC,Andyson,P37,"Claims LLC resonant, internal shots show otherwise. Parts selection is very questionable and transient response on the minor rails failed."
1036,,,,T-M (Modular),750/850W,C-,2024,,ATX,ATX 3.x,Full,No,B,DF,SSR,DC-DC,Andyson,P37,Presumably the modular variant of the Thor V3.
1037,,Titan PT,,,1200W,B+,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Andyson,PAD35,
1038,,Vector P,,,600/700W,B+,2014,,ATX,ATX 2.x,Full,Semi,P,LLC,SR,DC-DC,Andyson,Y8,
1039,,,,,,,,,,,,,,,,,,,
1040,Yeyian,Raiden,,Gold,650W,F,2024,,ATX,ATX 3.x,Full,Semi,G,DF,PR,DC-DC,Unknown,,Does not claim certain safety protection circuits which is a major deficiency.
1041,,,,Bronze,550/650/750W,E,2024,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Unknown,,Does not claim certain safety protection circuits which is a major deficiency.
1042,,,,,,,,,,,,,,,,,,,
1043,Xilence,Gaming,,Bronze,450-850W,E,2020,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,HKC,ATX-13,"Claims to be DC-DC, but internal shots show otherwise; false advertising."
